pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
1yc4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.55,0,20,203,467,844,919,0,4,41,136,230,203,0,18,89,238,365,300,0,0,10,4,0,10,0,11,53,106,229,217,0,3,17,34,58,50,0,11,29,69,87,81,0,0,2,2,1,1,0,7,36,76,131,120,0,1,11,17,31,28,0,6,12,36,34,50,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yda,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.55,0,3,55,115,243,254,0,1,10,33,72,71,0,2,17,35,65,63,0,0,0,0,1,3,0,9,53,146,276,249,0,3,16,36,67,83,0,10,21,35,62,67,0,0,0,0,2,2,0,10,60,102,173,224,0,4,13,28,65,45,0,0,13,44,47,49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,70,146,144,0,2,9,19,45,35,0,3,8,23,41,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ydb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.24,0,8,57,116,247,263,0,1,14,32,64,80,0,0,10,31,63,67,0,0,0,0,0,0,0,13,62,139,273,271,0,6,13,38,67,82,0,3,19,34,57,76,0,0,0,0,0,0,0,15,61,105,181,218,0,4,13,27,61,48,0,1,9,34,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,69,143,155,0,3,9,17,45,37,0,1,7,19,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ydd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.07,0,7,54,101,246,289,0,7,17,29,65,79,0,3,12,34,64,69,0,0,0,0,0,0,0,9,61,115,295,286,0,10,21,36,72,79,0,7,18,39,69,64,0,0,0,0,0,0,0,13,56,101,184,216,0,4,16,31,62,45,0,1,10,38,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,64,140,156,0,1,14,20,42,40,0,1,7,23,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ydk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.89,0,11,198,360,600,769,0,9,66,95,158,156,0,22,87,159,228,254,0,0,2,3,2,24,0,3,34,68,125,167,0,1,13,26,30,29,0,7,19,37,37,49,0,0,0,0,1,4,0,16,65,136,251,295,0,12,26,41,56,61,0,10,39,73,74,89,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,24,32,47,0,1,3,6,8,14,0,1,4,7,19,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ydr,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.52,0,21,241,515,855,994,0,2,24,145,235,232,0,14,69,182,318,314,0,0,5,3,8,20,0,6,46,109,166,232,0,1,5,30,49,53,0,6,17,39,66,60,0,0,0,1,1,2,0,8,29,68,145,128,0,1,6,14,41,41,0,1,11,27,50,47,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,72,82,0,0,1,7,24,22,0,0,5,16,24,26,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yds,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.92,0,27,218,442,760,858,0,2,19,131,204,199,0,17,71,176,273,277,0,1,3,4,6,17,0,8,53,105,186,203,0,1,6,29,54,48,0,10,16,45,60,70,0,0,0,1,2,1,0,8,20,77,121,148,0,1,7,11,36,44,0,4,15,28,47,46,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,39,60,82,0,0,3,6,23,22,0,1,10,14,22,27,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ydt,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,7.32,0,36,309,662,1172,1415,0,4,61,191,313,323,0,20,135,311,442,440,0,1,3,4,12,29,0,7,52,109,177,222,0,1,9,29,52,49,0,8,16,47,63,71,0,0,0,1,2,1,0,7,22,67,137,169,0,1,5,15,36,52,0,3,11,32,48,54,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,34,65,92,0,0,2,7,27,19,0,1,8,15,25,31,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,19,31,49,0,1,5,5,9,10,0,1,6,17,13,21,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yei,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.46,0,34,259,418,792,909,0,6,38,112,211,210,0,11,45,121,199,221,0,0,0,0,0,3,0,3,51,63,128,137,0,0,5,20,34,34,0,1,5,24,38,29,0,0,0,0,0,0,0,25,163,303,463,552,0,3,23,78,120,137,0,7,31,66,133,143,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,68,91,0,1,2,13,17,23,0,2,5,9,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yej,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.46,0,34,302,509,938,1134,0,8,50,126,241,260,0,11,61,140,247,282,0,0,0,0,0,2,0,3,49,62,131,150,0,0,5,21,33,32,0,1,3,21,38,37,0,0,0,0,0,0,0,29,144,288,471,535,0,6,22,77,116,124,0,6,34,63,127,141,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,66,98,0,1,2,12,19,22,0,2,5,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yet,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.92,0,20,247,660,1290,1724,0,7,71,166,348,430,0,22,114,316,517,694,0,1,12,7,9,0,0,6,23,68,97,99,0,1,11,17,19,19,0,8,9,29,20,39,0,0,0,1,1,0,0,16,89,200,393,517,0,6,19,59,110,115,0,13,41,94,157,188,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yfz,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.35,0,5,87,216,446,655,0,1,14,60,132,157,0,14,56,117,164,215,0,0,0,0,0,0,0,4,54,103,171,238,0,1,7,26,52,60,0,4,17,50,66,93,0,0,0,0,0,0,0,12,56,161,378,423,0,9,18,35,99,108,0,17,54,102,119,128,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,42,57,0,3,2,5,12,10,0,3,11,12,13,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yid,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,5,0,10,113,224,513,669,0,3,54,107,164,161,0,5,40,84,156,200,0,0,0,5,1,4,0,7,79,121,234,302,0,4,37,52,62,80,0,5,19,47,74,89,0,0,1,2,2,0,0,9,92,285,632,830,0,4,48,145,199,238,0,11,39,113,189,266,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,69,146,199,0,0,10,35,42,61,0,3,6,25,46,63,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ykp,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,2.96,0,18,156,272,364,391,0,2,43,87,121,100,0,5,29,73,138,102,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,88,156,208,181,0,7,27,43,57,58,0,3,18,48,67,51,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yon,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,4.21,0,11,185,343,594,966,0,16,53,114,212,291,0,16,89,196,334,310,0,0,0,0,0,3,0,8,63,134,207,271,0,6,18,31,68,88,0,7,25,77,108,95,0,0,0,0,0,0,0,37,160,361,728,1028,0,15,59,140,238,320,0,33,113,207,345,364,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,66,137,209,0,1,12,29,40,67,0,7,21,39,66,58,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yp9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,5.11,0,37,289,573,953,1101,0,5,95,167,235,279,0,25,104,220,398,439,0,0,7,22,31,27,0,9,59,102,189,173,0,1,20,27,52,43,0,10,24,42,55,77,0,0,3,3,4,3,0,13,40,67,108,118,0,3,9,18,30,31,0,4,12,25,44,56,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ype,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,8.1,0,37,369,769,1213,1570,0,10,88,200,296,407,0,22,125,276,454,537,0,0,5,27,31,30,0,8,59,125,218,195,0,1,18,32,52,62,0,9,30,42,68,87,0,0,3,4,5,4,0,7,45,83,151,157,0,3,8,16,39,44,0,5,16,25,45,56,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ypg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,8,0,38,370,781,1264,1660,0,11,89,205,300,432,0,17,114,259,452,547,0,0,5,29,32,31,0,8,55,120,222,196,0,0,21,32,42,66,0,9,24,41,67,86,0,0,3,4,5,6,0,6,46,80,150,166,0,2,7,20,35,42,0,6,9,21,49,56,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ypj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.02,0,38,352,780,1211,1617,0,11,86,203,290,418,0,21,131,263,442,584,0,0,4,21,38,31,0,5,60,125,219,202,0,0,20,31,50,64,0,10,29,41,72,85,0,0,1,6,5,4,0,9,41,82,157,165,0,3,8,17,37,41,0,5,16,24,47,56,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yq7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.09,0,6,99,242,396,471,0,2,30,63,124,102,0,13,56,126,161,154,0,0,0,0,2,9,0,2,17,41,48,62,0,0,5,8,20,9,0,3,3,21,24,16,0,0,0,0,0,1,0,9,57,199,417,466,0,9,17,53,114,115,0,25,77,128,160,147,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,135,132,0,3,5,10,39,33,0,6,28,34,47,45,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yqj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.14,0,55,456,840,1457,1582,0,13,69,215,405,408,0,21,112,289,460,462,0,0,2,6,15,15,0,11,52,125,186,284,0,2,10,24,66,78,0,5,14,42,78,82,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yqy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.62,0,16,241,462,697,912,0,5,48,136,195,257,0,20,103,204,326,297,0,0,0,0,0,0,0,4,33,60,111,135,0,0,8,13,31,48,0,5,14,26,46,54,0,0,0,0,0,0,0,17,66,154,261,311,0,5,14,40,78,82,0,11,35,67,105,112,0,0,0,0,0,0,0,8,16,43,49,55,0,2,7,10,16,10,0,1,6,20,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,60,59,0,0,4,7,18,25,0,1,6,15,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1yvm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.4,0,18,169,323,470,396,0,7,35,81,125,106,0,9,51,156,212,136,0,3,9,8,16,6,0,7,33,102,134,147,0,4,10,11,39,50,0,4,17,43,63,51,0,0,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,30,32,41,0,0,3,9,5,11,0,2,5,13,17,10,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z1h,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.4,0,18,398,884,1472,1976,0,1,104,235,443,544,0,31,146,360,556,573,0,0,0,0,0,3,0,0,30,97,169,231,0,0,8,22,55,70,0,2,21,33,56,82,0,0,0,0,0,0,0,17,65,159,327,398,0,2,22,37,95,119,0,13,22,71,102,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,28,63,68,0,0,3,6,21,16,0,1,4,16,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z1r,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,9.22,0,19,411,831,1421,1987,0,4,101,228,442,525,0,37,155,349,552,571,0,0,0,0,0,1,0,3,55,113,232,270,0,0,15,25,76,80,0,5,29,44,78,98,0,0,0,0,0,0,0,26,82,192,362,479,0,5,26,48,104,136,0,15,33,93,113,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,67,70,0,0,3,6,23,16,0,1,4,17,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z3t,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,3.94,0,8,160,338,617,738,0,10,62,118,176,221,0,8,71,132,240,250,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,138,320,518,625,0,14,46,110,152,192,0,12,66,120,198,212,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z3v,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,4.11,0,7,165,344,612,730,0,9,61,123,173,218,0,11,85,156,260,260,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,141,304,527,625,0,16,47,106,158,184,0,16,71,144,215,232,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
